customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-R3T08VR2CHZ36M,Elavarasan,Best for beginners!,seeing lot experts videos best camera beginners picked one experts say one awesome explored features week pictures came fabulous manual mode happy first worthy dslr money added clicks took nikon d5300 images please follow instagram page wonderstacked click images capture favorite moments happy photography,14-06-2019,5
customer_review-R3OELJ3PZVNH7Z,Satish Kumar,Video Making Limit issue (20 Minute max).,somebody want purchase shoot video issue makes video continuously 20 minutes want make video longer 20 minutes need start draw back camera actually purchased specially making videos youtube video shooting limit big drawback although camera nice purchased prediwali period 12th october 2018 got offer sbi debit card max rs 2000 relaxation purchased rs 38990 camera genuine good quality got 16 gb memory card one camera bag 1 lady bag 2 lens1855 70300mm dont go higher iso camera high iso video images becomes useless afford purchase lens cover monopodtripod extra battery memory card important accessories photography,04-03-2019,4
customer_review-RURE8YXWKFQM,Peerzada Iqbal,Use for beginner to intermediate level of photography,awsome product beginners intermediate level photography running martial art academy many professional photographers suggested camera self capture promo usually action stills promo product best fit besides full set also got extra leather bag gift overall best product,23-11-2018,5
customer_review-R1KAILSEG8YWZL,Srujan kashyap,Worth it!!,love great camera great deal got 41k cant expect anything better,10-10-2018,5
customer_review-RWQ45391SAWEC,Navjeet,Very nice,everything good packaging also good one thing want say u learn take picture dslr becouse facing problem take picture effect like dslr becouse u take normally take picture like mobile u learn dslr,04-03-2019,5
customer_review-R3SPX53S99DMR1,Hidayt Rahman,Amazing for beginners,best beginners choosing dslr camera totally depends requirements advantages low budgets sharing data using wifi disadvantages half frame low light photos quality lowlight 1 prime lense kit instead zoom lense,30-03-2019,5
customer_review-R2ZO8LD722CVPW,Annie,Love this camera,love camera good first time dslr users would recommend also buying nikon 5300 dummies book gives indepth tutorial,30-07-2018,5
customer_review-RLDZF4E9FZ111,Pruthvirajsinh Solanki,Buy and you will not regret..!!,must try beginners wants enhance skills gradually using camera almost year didnt see issue anything problem given kit lense produce 9 mp image even camera 24 mp image upgrade lens improve images,01-09-2019,5
customer_review-R30O58H4J0AWJY,Pradeep kumar singh,Go for it,words would less describe product awesome autofocuspicture quality best part need carry two lenses closeup telescopic pictures 18140mm lens serves purposes go fot,17-10-2019,5
customer_review-R2JJQHYKTS78VZ,Akshay Kamble,"After use 3.5 years,Happy customer😊",one best camera beginnersi using almost 35 yearsi shoot many corporate eventsweddingsstreet photographystudio shootslow light photographyastrophotography cameraif good knowledge camera use many purposeshappy productthis first camera forever,03-08-2019,5
customer_review-RFPNH5IDAAD95,Subhayan,Nice buy at the offer price,nikon product good lives upto expectations lenses good offer wide variety range landscape wildlife,18-11-2018,5
customer_review-R35710X8JB1NPZ,News Patrolling,good for beginers,good biginers price little high auto focus good learn little skills use proper waybest thing connect mobile overall go itbut basic skills run,06-05-2019,5
customer_review-R30EEWXRFHG6XO,RV,Truly professional,perfect photography machine built professional photographer absolutely comments easy use time photo shoot switch display lcd default view finder mode zoom button manually operated,27-09-2018,5
customer_review-R1WKJMYW6I4WYY,Amazon Customer,Awesome Camera!! I am just in love with it!!,lot research buying camera qualms giving 5 stars products best camera beginners advice would go 18140mm lens kit lens1855 mmthere builtin wifi fortunate buy last great india sale january 40k d5300 provides excellent image quality loads features check tutorials youtube explore camera product packaging good kitbag thank amazon nikon,08-08-2016,5
customer_review-RL9GSKUUGACNO,Ayan B.,Worth it,started learning photography using mi a1 upgraded nikon 5300 learn,03-12-2018,4
customer_review-RC5HJCAX4MSTC,Abbas Kapasi,Satisfied with camera. The bag sucks.,much beautiful expected much say actually perfect amateurs professionals bag kind meaningless proper compartments restrains shoulder strap small proper cushioning inside lens alright portrait close pics doesnt zoom much,26-10-2018,5
customer_review-R2XMRV3BHY55CJ,Amazon Customer,Missing bill,everything great received invoice package,13-10-2018,5
customer_review-R2HMKO1KQ6IV0M,Pavan Rayudu,Good camera,good camera beginners good photo quality user friendly clicked pictures uploaded better brands segment give 1010,05-10-2019,5
customer_review-R2MXUCKYKRG9WS,MANU M SCARIA,BEST ENTRY LEVEL CAM,guys honest awesome product people likes stepping world photography complicated settings simple assembly easy use battery life good bag provided also good handy detailed review couple months use,14-07-2019,5
customer_review-R1IW92GBRZ4JVB,Sailu Bora,Best for beginners for photography Only,good camera great brcause focus iso two things worst camera especially night actually purchase item want photography videography choose canon,09-06-2019,5
customer_review-RE2AWKUCPIWU1,Amazon Customer,D5300..,good best purchase ever dont give second thought go awesome still learning use manual mode auto modes awesome,16-10-2018,5
customer_review-R1QS8TSGMSNSFT,Shim,Excellent camera for first timers,using past 3 months easy sue lot tutorials youtube picture quality good maybe needs 18140mm lens 1855 one disappointed battery last long need charger additional battery going long usage,02-01-2019,5
customer_review-R1KQIY6C3PUR60,selvaraju,Best mid range DSLR.,best mid range camera beginners suggest nikon d5300 rather canon sony image quality best class video quality also awesome,22-10-2018,5
customer_review-R2DF8AQIWKPZ78,Madhurima Sinha,Defective product,received defective product even turning nothing coming screen,10-04-2019,1
customer_review-R1UXVGMKE1WV3A,Shuvankar Chowdhury,Awesome camera,awesome camera lot better canon 700d configuration also performance really excellent product love,18-08-2017,5
customer_review-R2IEVPWIXFJVQ0,Steve24,Its a bigginer's DSLR,originally nikon d3200 theres slight improvement d5300 expected upgrades price thiss expect,11-02-2019,3
customer_review-RGH6HCOG68ZFT,Kailashpati acid and chemicals traders,Expectations meets perfection,best mid professional photoshoot picture quality sharp night photoshoot much expected durability also good keeping lens dust particles hard,18-02-2019,4
customer_review-R2Q0A26G5UHUBC,Meganathan,This product..not include SD Card...Its only sd card tap not inside sd card,nikonalso good promise 16 gb sd card included tap open inside sd cardi proof video photoi dnt like product camera good bt free givened lot purchase amazon last fradu product givenhow like product amazon,01-06-2019,2
customer_review-R2UH3WGPV3ZWGR,Amazon Customer,Definitely recommended if you are a beginner!,bought gift husband amazing buy purchased 55mm lens zoom great close pictures beautiful sync nikon app also great lets wirelessly transfer pics phone camera loaded tons features makes useful amateur photographer hone skills,09-02-2019,5
customer_review-R1V5ULJAVEBLNI,bharat,Awesome Amazone,camera awesome truly original product also get surprised additional lee cooper leather bag feels really awesome thanks amazone,25-10-2018,5
customer_review-R2EFSNOLCMNUI5,Tamojit Das,Superb!,perfect beginners like quality zooming fabulous much satisfied product,11-10-2018,5
customer_review-R1UGSOCBDEQ02I,Shravan Kumar,Charger stopped working after a week of use.,charger stopped working week use used told covered warranty cannot repaired need buy new one need spend 25k dont buy nikon,17-11-2018,1
customer_review-R1M9WGUEG1IO1Y,RISHIKESH KUMAR,Just loved it at FIRST SIGHT!!!,one word id say camera little knowledge photography like canon better images know make configurations images awesome,29-10-2018,5
customer_review-R1Y2S5RFD248IU,P k u,Good product for armature photography,fantastic product good quality pictures autofocus wifi connection makes readily distribution pictured online smart phone,25-11-2018,4
customer_review-R3DQZCXZ12CR9D,prabhakaran,Stopped working after 4 months of usage!!,im writing review 4 months usage perfomance image quality best joice beginners suddendly working problem battery internal issueeventhough im maintaing well ive given nikon service center delaying reparing lost hope brand name,12-03-2019,2
customer_review-R1PGMVWIAF6Y1X,Subrata,Best option for begginer,nice product nicely wrapped also amazing product begginer price range might little bit low also outlet give nice offer product like backpack also give nice instant discount product wise quality good,14-06-2019,5
customer_review-R27HNFQY0RL45L,Tej Manohar,Superb one to have nice cool pics...!!,awesome product nice pics went trip family really loving need learn take good snaps proper settings different environmentlightings,24-04-2019,5
customer_review-R1VPVTJ02O1XT6,Sen,Good camera if you master the photography,good camera master photography may goog beginners feel much difference point shoot dslr,14-11-2018,5
customer_review-RZ5JFL7PXXDC0,Pratham y,Best quality product.,packaging goodcamera quality connectivity also good easyalso received good quality bag nikonand 16 gb memory cardas mentionedi dont know much dslr think one must buy two different lensesfor better range quality,18-10-2018,5
customer_review-R1CRH7LV1NHWAS,Amazon Customer,Must Buy product.,extremely well packed100 genuine product per nikon official website offer got lee cooper leather sling bag nikon camera bag,07-11-2018,5
customer_review-R1KW497BNH878X,Pratik Sahani,Good camera for Photography,every thing dslr good 1st dslr im loving go came cheap expensive mid budget good quality,06-11-2018,4
customer_review-R2QCHM4BIF71QQ,James marak,Best from Nikon...,good change size body compared previous model 2014 got recent manufactured product minor change product basic featuresoverall good entry level camera good beginners passion photography go thanks daffodils dealer parceling product good condition dealer authorised dealer nikon buy dealer expected best nikon photography,11-09-2016,5
customer_review-RVKXKRRUGJS0E,Naman Jindal,Best camera in this range.,best camera range really love shots taken easy use sales service also pretty good really good beginners,29-10-2018,5
customer_review-R1PXJCTJJ9081B,Amazon Customer,Camera bag,hi really happy camera bag look cheap poor design please change bag provide better one thanks,13-03-2018,4
customer_review-R1S6PXMKU3GIIB,Akula Ramachandra Rao,Five Stars,excellent one received good condition,22-05-2016,5
customer_review-R3UANMD8F391XT,Arun,Must Buy ❤,recieved camera yesterday best camera range item well packed got one free leecooper bag shown pic attached overall good product beginners delivery delayed 1 day,24-01-2019,5
customer_review-R2G24WQ1FE2ABR,Vikas Tamakuwala,Awesome camera for beginners,awesome camera beginners easy use configure following youtube videos manual picture quality good best part wifi directly transfer pictures cellphone,21-02-2019,5
customer_review-R1MTL5GT79Z3MY,Manikumar,Awesome performance.,nothing better price range best dslr startup photographers picture quality surprising awesome worth every penny spent built wifi gives additional advantage go looking best best price range,28-02-2019,5
customer_review-R2MMKFY9YKJI8S,HIRDESH CHAWLA,No sd card,product gudtimely deliverybest dslr beginnersbt sd card der wen opened package,10-01-2019,4
customer_review-R39V7NMPLS3SWH,Charanjit Singh,Just wow. Good camera for beginners,loved wifi put stand click images using remote phone image quality promising,25-06-2019,5
customer_review-R2NIJ16NA2HKTN,Amazon Customer,Camera is too good but Bag quality is too poor..!!,camera good beginners love issue camera quality bag good seems fake one parts fit bag,31-12-2018,4
customer_review-R3CIDBXBE25PBM,Amazon Customer,Not very good at Auto Focus for Videos,overall good dslr iso low 5300 since making usable low light conditions especially wildlife photography video shooting basic functions available,29-09-2019,4
customer_review-R127ZDHYSH0P3R,TJV,Awesome product,wireless connectivity helpful take pictures without others help instantaneously click smart phone view download great camera,12-12-2018,5
customer_review-R2KRUE478WJ24Y,Debdatta,Nikon d5300,nikon d5300 camera two lenses charger battery cord sd card good camera bag good front chain working properly,06-11-2018,4
customer_review-R2EIWCB98FV6C6,Bharat Bhushan,Must buy product,well satisfied product pictures quality best specially night photo shoot,02-12-2019,5
customer_review-R8I3GO8O25VLQ,Tarique Ali,Great Beginner's camera.,probably sweetest beginners camera nikon doesnt overshoot colors saturation comparatively larger image sensor flip screen biggest advantage shooting extremely low angles,27-11-2018,5
customer_review-R3E9KGEGPQ0NOH,Rubal Jain,Good entry level camera,quite nice entry level camera bought fiance dont know specs pictures come really nice,27-07-2018,4
customer_review-R1O4X0SI8IWN3Y,Sourabh,I have a ligal acction is amazon.in,veri bad product,18-10-2018,1
customer_review-R1U6KXNY47EZ3T,Amazon Customer,A must buy if it's your first DSLR,happy got packing pathetic add came india post barring product superb happy got product single lens 18140mm lieu cheaper options viz two lens 1855 55200check totally worth,28-10-2015,5
customer_review-R3OKWNGBZD1JGI,ATIN KUMAR PATHAK,The quality of product,appreciate dealer within time bound delivery product quality good regards,02-11-2018,4
customer_review-R1QQXNQXPVMHNX,GoEveryWhere,Value for money,second nikon camera userfriendly interfaces good picture quality autofocus nice performance low light,01-05-2019,4
customer_review-RO5AOR68GJRO4,GOPAL DEBNATH,Super product with best price range.,super camera novice easy handle technically designed menu worth money best works meghmood using wedding photography,27-08-2019,5
customer_review-R387R1OX5BFFN0,Nk,Good purchase.,picture quality really impressive also wifi feature even makes usefull directly transfer pics dslr mobile phone wifi app,19-01-2019,5
customer_review-R13A6DUAQAAB9R,Amazon Customer,"One of the best cameras ,Bang for your buck as well",great product worth money,19-11-2018,5
customer_review-RPBD8O2G3JLE5,Amazon Customer,Awesome product n Very good lense,good product got well packed n issues got good happy shooting,09-03-2018,5
customer_review-R12DLIFN3RW6OI,harshal hvp,Awesome products,dream come moment peoples life,27-10-2019,5
customer_review-R2MQWASZJKNDB1,Jurick Lahiri,Five Stars,absolutely fantastic performance would recommend going d3300 first dslr,29-06-2017,5
customer_review-RX2D0EDPZ07KJ,Anupam Mazumdar,It is better than its predecessor model 5200 as it has lot ...,better predecessor model 5200 lot additional features wifi restricted smartphone cannot use transfer computer,23-11-2015,4
customer_review-R1IYTDXLAPLFON,Shivam Yadav,Stunning for bignor,seen comparison cameras never thought much better quality,01-12-2019,4
customer_review-R1Q5KDN0L2HQBB,Anandha kumar c,Best camera,dream beginner dslr camera nikon 5300 quick delivery amazon one daythis camera amazing shoot photo low budget brst camera like,03-03-2019,5
customer_review-R2PGE0MJ240GUI,RAMESH Bandi,Love you Nikon,expected nikon superb build quality great photo quality beginner much satisfied,28-02-2018,5
customer_review-R12X209M0S9KWT,Amazon Customer,Good entry level camera,brought camera 18140 lens happy performance lens peefect daily life pics,18-12-2018,5
customer_review-RSS208MCM19AJ,teja,Average product to be improved,product good new lens updated well nikkor lens lil trouble air filter improved becoz every time change lens find picture quality different due air body,13-11-2019,4
customer_review-RHWFIGVOGONFG,mathesh,Amazing product,thanks amazon received product correct timevery good package securely product amazing first dslr mention performance months,10-12-2018,5
customer_review-R2T6BVFRBEJK52,Ashish,A good deal,bought 29 july yearwith 18140 mm lense response good using wireless mobile utility app good instant photo sharing using smartphone wireless remote overall good deal beginnersbut screen gaurd must buy camera,11-08-2016,4
customer_review-R6PHPOWM6PGAC,Charles L.,Excellent,cool beginners learn much camera awesome pls check live video test without editing youtube keryn kids channel,11-08-2018,4
customer_review-R3CLXD1L3KKNHU,Amazon Customer,Just go for it!,brought camera lot research comparison best get price range built wifi makes sharing photos easy smart phone got 16gb memory card camera bag package,20-01-2019,5
customer_review-R2T7SHUBSCC1WN,Satish,Great for photography. Video - Nah,dynamic range sensitivity amazing autofocus video soo terrible,17-08-2019,4
customer_review-R38RDMQZH65VC2,Amazon Customer,Good product with good packaging,good product perfect right time deliverygood packaging happy product must buy get good camera bag duplicate bag nikon,16-08-2017,5
customer_review-R3DDHUKBYT2LI,vishal kumar,Awesomeness,excellent camera budget extraordinary thing like camera flip display rotate upto 180 allowing better comfortable recording,23-01-2019,5
customer_review-RG0SIUKNX8LT,Gautam,I am happy with Amazon service,received product time good condition happy service regarding product comments original nikon product verified nikon authorize service center,10-11-2018,5
customer_review-R347DAKFXMB70G,Subhash,Great Entry Level Camera,great entry level slr camera slr close entry level category got bargain price amazon,25-09-2015,5
customer_review-RRTX079TEL850,Amazonil,Good product,using 2 yearsi fully satisfied itif beginneru start one posted one pic taken d5300,05-09-2019,5
customer_review-RH24QSK8KJZYH,Amazon Customer,Good cameras at budgeted price with combo lenses,good budgeted dslr camera beginners,19-06-2019,5
customer_review-R3I25R3DLQGZ5H,Mahesha,Good,loved picture quality good gives flexibility selection quality easy operate nice design,12-09-2019,5
customer_review-R3Q3NGE997AI5U,Dhaval Real Reviews :),Great 1,thanks nikkon amazon filling dream really good great product,14-05-2016,5
customer_review-R26YDH4T91L4QZ,Harish lakra,Best camera in 41k.,love nikon d5300 best camera 41k easy use pictures sharing easy,27-11-2018,5
customer_review-R26DSV4Y01QIC2,prudhvi yogishwar,good dslr,beginners good instead going 18 55 mm lens go 18 140 mm lens good enough situations,26-04-2019,5
customer_review-RBMM95G65FX7B,Amazon Customer,Camera hangs,little 4 months camera started hang clicking pictures theres burning smell comes phone connected camera wifi bad experience,07-07-2019,2
customer_review-R3LCO8VATN274K,Mueen Akhtar,Issue resolved of New Charger is not working,battery charger charged 1st time second time working even charger whole packet replaced new one happy thanks amazon,14-03-2019,4
customer_review-RKHMNQFW8SIA7,Debabrata G.,Amazing Amazon,best dslr beginnerbest buy great indian festivalat rs 40k,14-10-2018,5
customer_review-RECIZMQZPSPGV,kkunal raj kapur,Best of the best,best best better cannon beginner cams,03-08-2019,5
customer_review-R3KDN89EBZYA8V,Sangeet,Super product for biggners,superrrrrr biggners try,10-09-2019,5
customer_review-R2KM0YWD0YUW8H,Apoorva,Good option with so many autofocus points,nice camera dont buy 1855 pack always go dual lens pack also 70300mm lens,09-12-2018,4
customer_review-R3RWPFPOX7R78J,Amazon Customer,BEST,serves purpose,19-08-2019,5
customer_review-RTYU4LIRR4B4A,SWARAJ,Good packing with fast delivery. Best camera for starters.,packaging seller appario retails awsome comes 16gb memory card well one premium looking bag camera good well build update hav received product 1 hr ago,21-02-2019,4
customer_review-R2KP93BMJ1JM74,Ranjeet Rajak,No complain from Product.,complain product nikon provide one disc tutorial purpose beginners one disc available functionality camera,27-08-2018,5
customer_review-R2OFEUK8NL92LQ,Ashish K.,Very good for photography ..,nice photographs tilting screen useful wifi feature useful transfer photos mobile still learning photography features,23-01-2019,5
customer_review-RQH7QB8YBI95Y,Ashwinikumar Bhimrao Shende,Good,take look pictures shout cam,28-07-2019,4
customer_review-R2902USGGWLU6F,ALOK RANJAN SAMAL,Product is good. Overall value for money.,good discount original product delivery time,07-11-2018,5
customer_review-R2V0Y420IY1Z8W,B. M.,Satisfied,good buy timely delivery worth price travelled lot shots perfect recommended,27-12-2018,5
customer_review-R39RET6BS7UT33,Shakil Rajjak Pathan,Best camera,camera best youtuber photographer camera perfect dont afraid buy,19-02-2019,5
customer_review-R1VVJV0JSQP6W8,Amazon Customer,And the product is working good. Since lens is 18~140mm,using one half year product working good since lens 18140mm really gives liberty take short long distance photographs without changing lenses,25-09-2017,5
customer_review-R1IY8V2B11FPWB,Shivam niwat,Poor product not working... Im going to return,poor quality lence working,16-06-2018,1
customer_review-R2UGBEST8P5PD9,ashish kumar sharma,Awesome,bought 40090 rupees good delivery good product,02-11-2018,5
customer_review-R1PT6XZOAQBRGB,SUJOY,A superb camera from Nikon,best part wifi transfer rest parameters usual superb,27-03-2019,5
customer_review-R2WA0IPJ2315UW,ARSi,Excellent product.,bigenners excellent product buy additional telephoto lens gives freedom take distant pic,26-12-2018,5
customer_review-R1DKTFHIDE4IK3,Amazon Customer,Missing,memory card missing charger supporting battery lodge complaint waiting update,28-01-2019,3
customer_review-RLE39W5WAZMZ8,Vishwadeep Dhilor,Perfect camera,excellent camera nikoni got amazing price 29ksuper happy product,28-11-2018,5
customer_review-R2ED3YKVPUFHRQ,Narendra Adsul,Worth purchase for any beginner,using camera since one year im fully satisfied performance,29-09-2019,4
customer_review-R3BYPA7GFZKEKO,Ankit Verma,Good product,advise buy single lens 18300mm instead two lenses 1855mm 70300mm switching lenses annoying,08-01-2019,5
customer_review-R37012NQ54TQP1,Bharath Reddy.S,Amazing deal and lovely camera fro starters,amazing camera lots loaded features starters quality pictures features really impressive able understand learn features use easily nikon made lovely product reasonable costi strongly recommend product,05-09-2014,5
customer_review-R25RHIGA2BK15G,PRATIK,No question just go for it,ohh best beginners nice picture quality go,20-03-2019,5
customer_review-R1CZ8G9AWWJOGM,Jagan,Good model,good product worth buy,09-12-2018,5
customer_review-R223AV6V057B2K,Akshay N A,Loved it,first camera im loving,30-03-2019,5
customer_review-R21DFKEIGBRRFC,Shivram,Amazing Camera,one best entry level cameras amazing picture quality,09-12-2018,5
customer_review-R3D82HTQGRYU3U,spsavant,Good product,good product,09-07-2019,5
customer_review-R2Q4J431VJKRTT,Shyam s.,Awesome purchase,got product 385kin republic day offer including camera bodydual lens camera baglee cooper sling bagthank much amazon note zoom lens missed uploaded pic,25-01-2019,5
customer_review-R2FS1AU3JI4XIR,Himanshu Bhatt,Niceo,nice product must go beginners,24-06-2019,4
customer_review-R2YDK2YWL5TNSS,samaresh pal,Wondershot,nice camera,16-06-2019,5
customer_review-R1N0Q9AKDM67TY,BHUDEV,For beginners,best camera beginners,09-09-2019,5
customer_review-R21HF29QRMJ5FT,Akanksha S,Good quality product,gives good picture quality infact videos shot dslr amazing additional lens cerry top combo perfect beginners professionals,20-02-2019,5
customer_review-R2LMULA6RGDW1N,Magesh Kumar,Great choice,picture quality great low light camera performs better need extra light source better picture composition,14-11-2018,5
customer_review-R272M7WJB4S78P,Yogesh,HeadsUp..,amazing experience cant define words,04-11-2018,5
customer_review-RXVZKL76EMTMJ,Harish Dhyani,Best buy,battery back good autofocus live view poor rest every thing amazing,04-11-2018,4
customer_review-R39FDCEWUKCLMM,Ravisonune,Best for beginners ..! Amazon is good purchase .,excellent product good delivery accessories original bag log way go,04-11-2019,5
customer_review-RUKALM7I17RKC,dinesh,Four Stars,camera working properly 2 years charger good,27-11-2017,4
customer_review-R6U3SE52651E4,SOMNATH,Five Stars,great purchase,30-01-2018,5
customer_review-R2IDG7IYSNC50A,Amrit s.,Nice product,beginner dont know much photography till date happy pics clicked camera,12-06-2019,5
customer_review-RNLQ3NMFZBCNA,manish bharathi,Good product,good product nikon great pictures delivery time late,26-06-2018,5
customer_review-ROV8M5E5BONL1,subhajit mondal,I received duplicate camera bag,received duplicate camera bag,30-10-2018,1
customer_review-R6DTS0P1LYXWK,Amazon Customer,Bad battery back up.,everything perfect except battery back exhausting 10 20 shots think battery replaced battery replaced,16-04-2019,5
customer_review-R1YMOK5JL9U507,SAGAR H.,Just go for it,beginner looking front end photography one must cam absolute long lasting battery life camera quality best,23-06-2019,5
customer_review-RGNPYANZ713EW,Amazon Customer,satisfied,good product getting good battery lifegives best quality good lenes kit lens good,10-01-2019,5
customer_review-R38FNYVYP4FCNH,NEERAJ KADAM,Very useful,good,07-12-2018,5
customer_review-R1AO3XQ6SDZZLP,Kalyan Bora,Value for money,mid level good camera,26-01-2019,4
customer_review-RBCDQFHM0H77A,Daipayan Dutta,Must buy !!!!!,hell camerawith wonderful shots pixel qualitymust buy beginners userfriendly handy,11-06-2019,5
customer_review-RJMICUUQYQ4Y1,Achuth panicker,Very good,exellent product,14-02-2019,5
customer_review-R118A3M1CXX84B,CHANDER BHUSHAN,Good for me kind of people who is new and want good dslr experience,good kind people new want good dslr experience,29-10-2018,5
customer_review-RKDBALHVH926I,Pooja G.,Good camera so far in this range,far best camera within budget buy looking start,23-11-2018,4
customer_review-R2NITNBREX5X14,deepak,nice product,picture quality good like product,28-06-2019,5
customer_review-R3FL24GPLAUSQ0,Teckris,Nice DSLR for beginners,works like charm video photo needs,22-10-2018,5
customer_review-R3R161QLMPUVHE,Rahul,Experience with amazon.,ultimate camera great quality results expected delivered within time line product good thanks amazon,08-07-2018,5
customer_review-R21SCXHO2EWDLV,manish,All is good .,good camera packaging also gooddelhevery speed mind blowing 2 days product hand,17-01-2019,5
customer_review-RPW8RZ5EWHIP4,Amazon Customer,Quality,fluid camera,08-06-2019,5
customer_review-R1ADOAQTWT1DQM,shyamal bhagawati,Nikon d5300+ 18-55mm,great pic quality kit lens brought amazon emi facility thanks lot amazon,25-03-2019,5
customer_review-R2FZ4JVZ1HEP49,Aroon Satija,Good,good,19-03-2019,5
customer_review-RARKB849RZWVS,Berlin,Awesome dslr.. Best quality!!,good camera simple use,25-02-2019,5
customer_review-R9AG1U2CLRYGR,Hiteshwar Kochar,Nice,nice product biginners,01-11-2019,5
customer_review-RLLTOHE73T14M,xyz,Bad,product came damaged bad,18-01-2019,1
customer_review-R1OVVPAD3FW5V5,purnima manral,good product ..,good producti bought product amazon every time n hv good experience,27-09-2018,4
customer_review-R2OTFFA3YCKRZ7,Pari mann,Good,good camera basic features,25-09-2019,4
customer_review-R2BXU7PLXIQ54Z,Tapan Shah,NIKON D5300 Review,products comes made thailand made india seller requested provide warrenty details thanks regards,27-10-2018,4
customer_review-R1GUHPJ06X6NQN,Deepa Kondejkar,Worth buying,dslr got features wanted usefull beginners well professionals apart mobile cam photography nice experience hand,11-07-2016,5
customer_review-R18UO6XGM6MF4I,Suresh Wagh,Best budget deal,nice camera accessories 31999 best price recommended,11-10-2019,5
customer_review-R2MPK1G1ZWEXGV,Amal Padmakumar,Excellent...,excellent good quality affordable price fast delivery thanks amazon,01-06-2019,5
customer_review-R2EDMHQBGDYEJR,Shrikant Sharma,Amazing Camera,amazing camera beginners autofocus good camera quality amazing,03-11-2019,5
customer_review-R1CLMJWQ7T6ALU,Prasenjit Sen,Really awesome...,good piece work,17-12-2018,5
customer_review-R24CKP11HGKG7J,Kapil Chaturvedi,Best Camera,simply best,11-11-2018,5
customer_review-R2RVWKWWEANDDB,Satyajit Borah,Super cool,wow able satisfy necessity inphotography upgrade lenses better experience,14-05-2019,5
customer_review-RAWNELQOWWALI,PRATIK MANDAL,Nice product...,nice product beginnersi love producti gate accessoriesand delivered estimate delivery datei got aa nice price,20-01-2019,5
customer_review-RAVEPFYT1COLW,Taljeet Singh,Best product,youre beginner looking take photography career best option start,26-03-2019,5
customer_review-RS92CZ7LVAZQ1,Aravinthan G,Description not proper. Some items missing,camera bag memory card product received originally returned someone name gokul,05-05-2019,1
customer_review-R2I3B1BNFD6EXP,Amazon Customer,Good Experience ✨,first camera worth start,22-01-2019,5
customer_review-R299G9NGNJ4H35,Pahal,It's best both for beginners & Pro.,use almost 10 months really prefer camera price range get almost features,05-03-2018,5
customer_review-R3QCPWCQ3U48SG,Surya Prakash,Awesome. Go for it.,took shots help review guys worth go buy without hesitation,27-10-2019,5
customer_review-R2C4GN66YEC9GR,P A.,Seller supplied defective product,received defective product,27-12-2018,1
customer_review-R36VW6BJ0THX6Z,Gautam Birendra,Its a great product. The photos are awesome,great product photos awesome af motor installed lenses lenses quite expensive,17-02-2016,5
customer_review-R3UY7YF7T934A,Gopu,Best for beginners,better d3xx series cameralens compact ability also good,07-12-2018,5
customer_review-R36WOX646Z04CW,Kiran Dere,Warranty issues,claim warranty battery charger working please advise,22-12-2018,1
customer_review-R2SXH7QURFDCSD,Aryan,Problem in charger,charger good bought 20 days ago charger get damage dont find way help amzone please help,03-04-2019,4
customer_review-R1C2AUBL0PMF7,Somok Deshmukh,very good camera for beginners,short comings good camera beginners,04-09-2018,5
customer_review-R2H83N5IP68FYI,Rohit Kumar,Battery,hi battery running fast please replace battery provide new one battery last 500600 clicks per nikon,02-01-2019,5
customer_review-R1UHBJALMBCT29,Dinesh,One Star,material missing,28-12-2017,1
customer_review-R2VOJT0MV99HA3,Amazon Customer,Not given camera bag as mentioned,given full accessories like camera bag picture quality average,05-08-2019,3
customer_review-R3QCMFIUKVAZ98,Saurabh,Great performance. A world apart from the Canon S3IS ...,great performance world apart canon s3is upgraded good low light performance easy use vr 18140 kit lens provides 78x zoom,23-08-2014,5
customer_review-R1H8DV558YEILY,KEDAR BANDEKAR,Five Stars,excellent nice pacing,26-07-2017,5
customer_review-R119VFPREUZWJI,Shubham,Value for money...,awesomevalue money,04-11-2019,5
customer_review-R6YD1CFPI7XU2,Suraj acharya,Quality product in low budget,features rich mid level dslr offers good iso af settings though blue tooth missing lens little bulky compare body,14-11-2018,4
customer_review-R148H31B4BBAFD,Mallikarjunarao Vutukuri,Super,love nikon d5300,26-01-2019,5
customer_review-RMB5HU41NJU26,Manas Sarkar,Dream_SLR,go blindly great product nikon thanks amazon grab opportunity,28-03-2018,5
customer_review-R3B00CB2FZEYSL,sharath,Card missing,16 gb card missing package,12-10-2018,4
customer_review-R1765G9E3XNL4W,Maya,Amazing product!!,amazing product outstanding picture quality would suggest beginners proper research start using product,24-11-2018,5
customer_review-R1XT9V5W26X64F,S Shri,Even good for Professional,best dslr beginner professional,10-07-2018,5
customer_review-RJML3LIWAM4ZC,Bhuvesh,superb,must buy,23-10-2019,5
customer_review-R3G7YLOH92HAM0,hariprasad,Nice n good camera,good difficult use beginners,07-12-2018,5
customer_review-R1ISTEV6VX9IGR,Connoisseur,The best in it's segment!,picture quality quite good auto mode vr lens good job overall probably best price range,25-01-2019,5
customer_review-R1MN8M2PKXP14G,Pankaj Kashyap,Overall excellent product,picture quality excellent battery life also good easy use beginners,13-12-2018,5
customer_review-R29EW2JKRGS0SY,Arnie,Nikon SLR,nice product,30-03-2019,5
